,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_eta,param_gamma,param_max_depth,param_min_child_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
13,1.1906926155090332,0.0136737670466345,0.013084745407104493,0.0006679311637752316,0.6,0.05,0,5,5,0.8,"{'colsample_bytree': 0.6, 'eta': 0.05, 'gamma': 0, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.8}",-8.65848464569587,-7.035180506136715,-8.36025548552353,-7.85501835355413,-6.972398107342342,-7.776267419650518,0.6813173547262952,607
14,1.1866430759429931,0.01776672257770132,0.012126493453979491,0.00053434543857846,0.6,0.05,0,5,5,1.0,"{'colsample_bytree': 0.6, 'eta': 0.05, 'gamma': 0, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 1.0}",-8.576473096902657,-7.075622573349077,-8.655407371627419,-8.105587495848026,-6.642550361253947,-7.811128179796225,0.8113949839398437,745
15,1.1070661067962646,0.003093284971530652,0.011757469177246094,0.00023224831430230513,0.6,0.05,0,5,10,0.6,"{'colsample_bytree': 0.6, 'eta': 0.05, 'gamma': 0, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 0.6}",-8.545284621710987,-7.0182512616873876,-8.251530477922243,-7.773947332390177,-7.1131147712492595,-7.7404256929920106,0.6041861630976125,379
16,1.1440995693206788,0.00729511071295691,0.012092828750610352,0.0008781037380746021,0.6,0.05,0,5,10,0.8,"{'colsample_bytree': 0.6, 'eta': 0.05, 'gamma': 0, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 0.8}",-8.543150945422779,-7.023913177485461,-8.21827775199391,-8.093568467299967,-6.7177438531244755,-7.719330839065319,0.7147675994880773,259
17,1.1817592144012452,0.043689070657895804,0.013984584808349609,0.004257411388712303,0.6,0.05,0,5,10,1.0,"{'colsample_bytree': 0.6, 'eta': 0.05, 'gamma': 0, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 1.0}",-8.576569345971313,-6.999768758129798,-8.238159059214999,-7.847893415059423,-7.170540371382561,-7.766586189951619,0.6047055714139111,526
18,1.8442985534667968,0.34026583142004846,0.013943958282470702,0.003393589347263136,0.6,0.05,0,7,1,0.6,"{'colsample_bytree': 0.6, 'eta': 0.05, 'gamma': 0, 'max_depth': 7, 'min_child_weight': 1, 'subsample': 0.6}",-8.64921057964069,-7.3818650580835605,-8.687343397345575,-7.797453113199369,-7.208852751859903,-7.944944980025819,0.6209331787689375,1258
19,1.6046873092651368,0.007774022123273515,0.012460136413574218,0.00033937678719314407,0.6,0.05,0,7,1,0.8,"{'colsample_bytree': 0.6, 'eta': 0.05, 'gamma': 0, 'max_depth': 7, 'min_child_weight': 1, 'subsample': 0.8}",-8.990256919987027,-6.7758337359003935,-8.642480591995024,-8.197053505313173,-7.238793951700765,-7.968883740979277,0.8373048124641803,1291
20,1.8779489040374755,0.5742908267683923,0.011999845504760742,0.0003016076633419812,0.6,0.05,0,7,1,1.0,"{'colsample_bytree': 0.6, 'eta': 0.05, 'gamma': 0, 'max_depth': 7, 'min_child_weight': 1, 'subsample': 1.0}",-8.5226656930345,-7.109793221169417,-8.26618754245344,-7.827663583905543,-7.304197069954518,-7.806101422103484,0.5408071021592197,718
21,1.4730037689208983,0.010955896075263203,0.011849689483642577,0.00010040942908849749,0.6,0.05,0,7,5,0.6,"{'colsample_bytree': 0.6, 'eta': 0.05, 'gamma': 0, 'max_depth': 7, 'min_child_weight': 5, 'subsample': 0.6}",-9.10967551437612,-7.1939797655426885,-8.559267525192883,-7.6983151367441165,-6.953293538951048,-7.902906296161371,0.8164925922492774,1183
22,1.5375048160552978,0.018160594463926014,0.011835336685180664,0.0001657570599720471,0.6,0.05,0,7,5,0.8,"{'colsample_bytree': 0.6, 'eta': 0.05, 'gamma': 0, 'max_depth': 7, 'min_child_weight': 5, 'subsample': 0.8}",-8.481834390487998,-6.743368906836787,-8.33899410961342,-8.172807569861993,-6.954500174454243,-7.73830103025089,0.7357586123305918,370
23,1.5475927352905274,0.012981742353255367,0.013849639892578125,0.002584157899099014,0.6,0.05,0,7,5,1.0,"{'colsample_bytree': 0.6, 'eta': 0.05, 'gamma': 0, 'max_depth': 7, 'min_child_weight': 5, 'subsample': 1.0}",-8.731355736729292,-6.792296176676739,-8.671615161827884,-7.747493092252566,-6.854418070669393,-7.759435647631174,0.840387805864579,490
24,1.3744415283203124,0.018998181591050493,0.012114763259887695,0.00038436272466845026,0.6,0.05,0,7,10,0.6,"{'colsample_bytree': 0.6, 'eta': 0.05, 'gamma': 0, 'max_depth': 7, 'min_child_weight': 10, 'subsample': 0.6}",-8.738513198330539,-7.1015102875905525,-8.275406473632396,-7.837674985975078,-6.8839301300876405,-7.767407015123242,0.6971367318923349,544
25,1.4731667041778564,0.01534815256168173,0.012183141708374024,0.00025093495534249947,0.6,0.05,0,7,10,0.8,"{'colsample_bytree': 0.6, 'eta': 0.05, 'gamma': 0, 'max_depth': 7, 'min_child_weight': 10, 'subsample': 0.8}",-8.447562251162198,-7.061174793070339,-8.484992809618413,-8.152486246316094,-6.646005136610129,-7.758444247355435,0.7591746835131917,484
